"26.37","!","103
"
"25.39","!","104
"
"25.88","!","105
"
"25.88","!","106
"
"25.39","!","107
"
"25.88","!","108
"
"25.39","!","109
"
"24.90","!","110
"
"24.90","!","111
"
"24.90","!","112
"
"25.88","!","113
"
"25.39","!","114
"
"25.39","!","115
"
"25.39","!","116
"
"24.90","!","117
"
"25.88","!","118
"
"25.39","!","119
"
"25.39","!","120
"
"25.88","!","121
"
"25.39","!","122
"
"25.88","!","123
"
"25.39","!","124
"
"26.37","!","125
"
"26.37","!","126
"
"25.39","!","127
"
"25.39","!","128
"
"25.88","!","129
"
"25.39","!","130
"
"25.39","!","131
"
"24.90","!","132
"
"24.90","!","133
"
"25.88","!","134
"
"26.37","!","135
"
"24.90","!","136
"
"25.39","!","137
"
"25.39","!","138
"
"24.90","!","139
"
"25.39","!","140
"
"26.37","!","141
"
"25.39","!","142
"
"25.88","!","143
"
"24.90","!","144
"
"25.39","!","145
"
"25.88","!","146
"
"25.88","!","147
"
"26.37","!","148
"
"25.39","!","149
"
"25.88","!","150
"
"26.37","!","151
"
"25.39","!","152
"
"25.39","!","153
"
"24.90","!","154
"
"25.39","!","155
"
"25.88","!","156
"
"25.39","!","157
"
"25.88","!","158
"
"25.39","!","159
"
"26.37","!","160
"
"25.39","!","161
"
"25.39","!","162
"
"25.88","!","163
"
"25.88","!","164
"
"25.39","!","165
"
"25.88","!","166
"
"25.39","!","167
"
"25.88","!","168
"
"25.88","!","169
"
"25.39","!","170
"
"25.88","!","171
"
"25.39","!","172
"
"24.90","!","173
"
"25.88","!","174
"
"25.88","!","175
"
"25.39","!","176
"
"25.39","!","177
"
"25.88","!","178
"
"25.88","!","179
"
"24.90","!","180
"
"25.39","!","181
"
"25.88","!","182
"
"25.39","!","183
"
"25.39","!","184
"
"25.39","!","185
"
"24.90","!","186
"
"25.88","!","187
"
"25.39","!","188
"
"25.88","!","189
"
"24.90","!","190
"
"25.88","!","191
"
"26.37","!","192
"
"25.88","!","193
"
"25.88","!","194
"
"25.88","!","195
"
"25.88","!","196
"
"25.88","!","197
"
"24.90","!","198
"
"25.39","!","199
"
"25.39","!","200
"
"25.39","!","201
"
"25.39","!","202
"
"25.88","!","203
"
"25.88","!","204
"
"24.41","!","205
"
"25.39","!","206
"
"26.86","!","207
"
"25.39","!","208
"
"26.37","!","209
"
"25.88","!","210
"
"24.90","!","211
"
"25.39","!","212
"
"25.39","!","213
"
"26.37","!","214
"
"25.39","!","215
"
"26.37","!","216
"
"25.39","!","217
"
"25.88","!","218
"
"25.88","!","219
"
"24.90","!","220
"
"25.88","!","221
"
"25.39","!","222
"
"25.88","!","223
"
"25.39","!","224
"
"25.39","!","225
"
"26.37","!","226
"
"25.39","!","227
"
"25.39","!","228
"
"25.88","!","229
"
"25.88","!","230
"
"26.37","!","231
"
"25.39","!","232
"
"25.88","!","233
"
"25.88","!","234
"
"25.39","!","235
"
"25.88","!","236
"
"25.39","!","237
"
"25.39","!","238
"
"25.88","!","239
"
"25.39","!","240
"
"26.37","!","241
"
"25.39","!","242
"
"25.39","!","243
"
"25.39","!","244
"
"25.39","!","245
"
"25.39","!","246
"
"25.88","!","247
"
"25.39","!","248
"
"24.41","!","249
"
"25.88","!","250
"
"25.39","!","251
"
"25.39","!","252
"
"25.39","!","253
"
"25.39","!","254
"
"25.39","!","255
"
"25.88","!","256
"
"25.39","!","257
"
"25.39","!","258
"
"25.88","!","259
"
"26.86","!","260
"
"24.90","!","261
"
"25.88","!","262
"
"25.88","!","263
"
"25.88","!","264
"
"25.39","!","265
"
"25.88","!","266
"
"25.39","!","267
"
"25.39","!","268
"
"25.39","!","269
"
"26.37","!","270
"
"24.90","!","271
"
"25.88","!","272
"
"25.39","!","273
"
"25.39","!","274
"
"25.39","!","275
"
"25.39","!","276
"
"25.88","!","277
"
"25.88","!","278
"
"25.39","!","279
"
"24.90","!","280
"
"25.88","!","281
"
"25.88","!","282
"
"24.90","!","283
"
"25.39","!","284
"
"25.39","!","285
"
"25.88","!","286
"
"25.88","!","287
"
"25.39","!","288
"
"26.37","!","289
"
"25.88","!","290
"
"25.39","!","291
"
"26.86","!","292
"
"25.39","!","293
"
"25.39","!","294
"
"25.39","!","295
"
"26.37","!","296
"
"26.37","!","297
"
"25.39","!","298
"
"25.88","!","299
"
"25.88","!","300
"
"25.39","!","301
"
"25.39","!","302
"
"25.88","!","303
"
"25.39","!","304
"
"25.88","!","305
"
"25.39","!","306
"
"25.88","!","307
"
"25.39","!","308
"
"25.88","!","309
"
"25.39","!","310
"
"25.88","!","311
"
"25.88","!","312
"
"25.39","!","313
"
"25.39","!","314
"
"26.37","!","315
"
"25.88","!","316
"
"25.39","!","317
"
"25.88","!","318
"
"25.88","!","319
"
"25.39","!","320
"
"25.88","!","321
"
"25.88","!","322
"
"25.88","!","323
"
"25.39","!","324
"
"25.88","!","325
"
"25.88","!","326
"
"25.88","!","327
"
"25.39","!","328
"
"25.88","!","329
"
"26.37","!","330
"
"25.39","!","331
"
"25.39","!","332
"
"25.39","!","333
"
"25.39","!","334
"
"25.88","!","335
"
"25.39","!","336
"
"25.39","!","337
"
"25.39","!","338
"
"25.88","!","339
"
"24.90","!","340
"
"25.39","!","341
"
"25.39","!","342
"
"25.39","!","343
"
"25.39","!","344
"
"25.88","!","345
"
"26.37","!","346
"
"24.90","!","347
"
"25.39","!","348
"
"25.39","!","349
"
"25.39","!","350
"
"25.39","!","351
"
"26.37","!","352
"
"24.90","!","353
"
"25.88","!","354
"
"25.88","!","355
"
"25.88","!","356
"
"25.88","!","357
"
"25.88","!","358
"
"25.39","!","359
"
"25.88","!","360
"
"25.88","!","361
"
"26.37","!","362
"
"25.88","!","363
"
"25.39","!","364
"
"24.90","!","365
"
"25.88","!","366
"
"24.90","!","367
"
"25.39","!","368
"
"25.39","!","369
"
"25.88","!","370
"
"26.37","!","371
"
"25.39","!","372
"
"25.88","!","373
"
"26.37","!","374
"
"25.88","!","375
"
"26.37","!","376
"
"25.88","!","377
"
"25.39","!","378
"
"25.88","!","379
"
"25.39","!","380
"
"25.88","!","381
"
"25.39","!","382
"
"25.39","!","383
"
"25.39","!","384
"
"25.39","!","385
"
"25.88","!","386
"
"25.39","!","387
"
"25.88","!","388
"
"25.39","!","389
"
"25.88","!","390
"
"25.39","!","391
"
"25.39","!","392
"
"26.37","!","393
"
"25.39","!","394
"
"25.88","!","395
"
"25.88","!","396
"
"25.39","!","397
"
"25.39","!","398
"
"25.39","!","399
"
"25.88","!","400
"
"25.88","!","401
"
"25.39","!","402
"
"25.39","!","403
"
"25.39","!","404
"
"25.39","!","405
"
"24.90","!","406
"
"24.90","!","407
"
"25.39","!","408
"
"25.88","!","409
"
"25.39","!","410
"
"25.88","!","411
"
"25.39","!","412
"
"25.39","!","413
"
"25.39","!","414
"
"26.37","!","415
"
"25.39","!","416
"
"25.88","!","417
"
"25.39","!","418
"
"24.90","!","419
"
"25.88","!","420
"
"26.37","!","421
"
"25.88","!","422
"
"25.88","!","423
"
"25.39","!","424
"
"25.39","!","425
"
"25.39","!","426
"
"25.39","!","427
"
"26.37","!","428
"
"25.88","!","429
"
"25.39","!","430
"
"25.88","!","431
"
"25.88","!","432
"
"25.39","!","433
"
"25.39","!","434
"
"25.39","!","435
"
"25.39","!","436
"
"25.88","!","437
"
"26.37","!","438
"
"25.39","!","439
"
"25.88","!","440
"
"25.88","!","441
"
"25.88","!","442
"
"25.39","!","443
"
"25.39","!","444
"
"24.90","!","445
"
"25.88","!","446
"
"25.88","!","447
"
"24.90","!","448
"
"25.39","!","449
"
"25.39","!","450
"
"25.88","!","451
"
"25.39","!","452
"
"25.39","!","453
"
"25.39","!","454
"
"25.39","!","455
"
"24.41","!","456
"
"25.88","!","457
"
"25.39","!","458
"
"25.88","!","459
"
"24.90","!","460
"
"25.39","!","461
"
"26.37","!","462
"
"26.37","!","463
"
"26.37","!","464
"
"25.39","!","465
"
"25.39","!","466
"
"25.88","!","467
"
"25.88","!","468
"
"25.88","!","469
"
"25.88","!","470
"
"25.39","!","471
"
"25.88","!","472
"
"25.39","!","473
"
"25.39","!","474
"
"25.39","!","475
"
"25.39","!","476
"
"25.39","!","477
"
"26.37","!","478
"
"25.39","!","479
"
"25.39","!","480
"
"25.39","!","481
"
"25.39","!","482
"
"25.39","!","483
"
"25.88","!","484
"
"25.88","!","485
"
"25.88","!","486
"
"25.39","!","487
"
"25.39","!","488
"
"25.39","!","489
"
"25.39","!","490
"
"25.88","!","491
"
"25.88","!","492
"
"25.39","!","493
"
"25.39","!","494
"
"25.88","!","495
"
"24.90","!","496
"
"26.37","!","497
"
"25.39","!","498
"
"25.39","!","499
"
"25.39","!","500
"
"25.39","!","501
"
"25.39","!","502
"
"25.39","!","503
"
"25.88","!","504
"
"25.39","!","505
"
"25.39","!","506
"
"25.88","!","507
"
"25.39","!","508
"
"24.90","!","509
"
"25.88","!","510
"
"24.90","!","511
"
"25.39","!","512
"
"25.88","!","513
"
"24.90","!","514
"
"25.39","!","515
"
"25.88","!","516
"
"25.39","!","517
"
"25.88","!","518
"
"25.39","!","519
"
"25.88","!","520
"
"25.88","!","521
"
"26.37","!","522
"
"25.39","!","523
"
"25.88","!","524
"
"25.88","!","525
"
"25.39","!","526
"
"25.39","!","527
"
"25.39","!","528
"
"24.90","!","529
"
"25.39","!","530
"
"25.39","!","531
"
"25.88","!","532
"
"24.90","!","533
"
"25.39","!","534
"
"26.37","!","535
"
"25.39","!","536
"
"25.39","!","537
"
"25.39","!","538
"
"25.88","!","539
"
"25.88","!","540
"
"25.88","!","541
"
"25.39","!","542
"
"25.39","!","543
"
"25.88","!","544
"
"26.37","!","545
"
"25.39","!","546
"
"25.88","!","547
"
"25.39","!","548
"
"25.88","!","549
"
"25.39","!","550
"
"25.39","!","551
"
"24.90","!","552
"
"25.39","!","553
"
"25.88","!","554
"
"25.39","!","555
"
"25.39","!","556
"
"25.39","!","557
"
"25.39","!","558
"
"25.39","!","559
"
"25.88","!","560
"
"25.39","!","561
"
"25.88","!","562
"
"26.37","!","563
"
"25.39","!","564
"
"25.39","!","565
"
"25.39","!","566
"
"25.88","!","567
"
"25.39","!","568
"
"25.39","!","569
"
"25.39","!","570
"
"25.88","!","571
"
"26.37","!","572
"
"25.39","!","573
"
"26.37","!","574
"
"25.39","!","575
"
"25.39","!","576
"
"25.39","!","577
"
"25.88","!","578
"
"25.39","!","579
"
"25.39","!","580
"
"25.88","!","581
"
"26.37","!","582
"
"24.90","!","583
"
"25.39","!","584
"
"25.88","!","585
"
"25.88","!","586
"
"25.39","!","587
"
"25.88","!","588
"
"25.88","!","589
"
"24.90","!","590
"
"25.39","!","591
"
"25.88","!","592
"
"25.88","!","593
"
"25.39","!","594
"
"25.39","!","595
"
"25.39","!","596
"
"25.39","!","597
"
"25.88","!","598
"
"25.88","!","599
"
"25.39","!","600
"
"25.88","!","601
"
"25.88","!","602
"
"25.39","!","603
"
"24.90","!","604
"
"25.39","!","605
"
"25.88","!","606
"
"25.39","!","607
"
"26.37","!","608
"
"25.39","!","609
"
"25.39","!","610
"
"25.39","!","611
"
"24.90","!","612
"
"25.39","!","613
"
"25.39","!","614
"
"25.39","!","615
"
"25.39","!","616
"
"25.39","!","617
"
"25.88","!","618
"
"25.39","!","619
"
"25.39","!","620
"
"25.39","!","621
"
"25.39","!","622
"
"26.86","!","623
"
"25.39","!","624
"
"25.39","!","625
"
"25.88","!","626
"
"25.39","!","627
"
"24.90","!","628
"
"25.39","!","629
"
"25.88","!","630
"
"25.39","!","631
"
"24.90","!","632
"
"25.39","!","633
"
"25.39","!","634
"
"25.39","!","635
"
"25.39","!","636
"
"25.39","!","637
"
"24.90","!","638
"
"25.39","!","639
"
"25.39","!","640
"
"26.37","!","641
"
"25.39","!","642
"
"25.39","!","643
"
"24.90","!","644
"
"25.39","!","645
"
"25.39","!","646
"
"25.39","!","647
"
"25.39","!","648
"
"25.39","!","649
"
"25.88","!","650
"
"25.88","!","651
"
"25.88","!","652
"
"24.90","!","653
"
"25.39","!","654
"
"25.39","!","655
"
"25.88","!","656
"
"25.39","!","657
"
"25.39","!","658
"
"25.88","!","659
"
"25.88","!","660
"
"25.39","!","661
"
"25.39","!","662
"
"24.90","!","663
"
"25.88","!","664
"
"25.88","!","665
"
"25.39","!","666
"
"25.39","!","667
"
"26.37","!","668
"
"25.88","!","669
"
"25.88","!","670
"
"25.39","!","671
"
"25.88","!","672
"
"24.90","!","673
"
"25.39","!","674
"
"25.39","!","675
"
"25.88","!","676
"
"25.88","!","677
"
"26.86","!","678
"
"24.90","!","679
"
"25.88","!","680
"
"25.39","!","681
"
"25.39","!","682
"
"26.37","!","683
"
"25.39","!","684
"
"25.39","!","685
"
"25.39","!","686
"
"26.37","!","687
"
"25.39","!","688
"
"25.39","!","689
"
"24.41","!","690
"
"25.88","!","691
"
"25.39","!","692
"
"25.39","!","693
"
"25.88","!","694
"
"24.90","!","695
"
"25.39","!","696
"
"25.39","!","697
"
"24.90","!","698
"
"25.88","!","699
"
"25.39","!","700
"
"25.39","!","701
"
"25.39","!","702
"
"24.90","!","703
"
"25.39","!","704
"
"25.39","!","705
"
"24.90","!","706
"
"25.39","!","707
"
"25.88","!","708
"
"25.39","!","709
"
"25.39","!","710
"
"25.39","!","711
"
"25.39","!","712
"
"25.88","!","713
"
"25.39","!","714
"
"25.39","!","715
"
"24.41","!","716
"
"24.90","!","717
"
"25.39","!","718
"
"24.90","!","719
"
"25.39","!","720
"
"25.88","!","721
"
"25.39","!","722
"
"25.39","!","723
"
"25.39","!","724
"
"25.39","!","725
"
"24.90","!","726
"
"25.88","!","727
"
"25.39","!","728
"
"25.39","!","729
"
"25.88","!","730
"
"25.39","!","731
"
"25.39","!","732
"
"25.39","!","733
"
"25.39","!","734
"
"24.90","!","735
"
"24.90","!","736
"
"25.39","!","737
"
"25.88","!","738
"
"25.39","!","739
"
"25.39","!","740
"
"25.39","!","741
"
"25.39","!","742
"
"25.88","!","743
"
"25.39","!","744
"
"25.39","!","745
"
"26.37","!","746
"
"25.39","!","747
"
"24.90","!","748
"
"25.88","!","749
"
"25.39","!","750
"
"25.88","!","751
"
"25.39","!","752
"
"25.39","!","753
"
"26.37","!","754
"
"25.39","!","755
"
"25.39","!","756
"
"25.39","!","757
"
"25.39","!","758
"
"26.37","!","759
"
"25.39","!","760
"
"25.39","!","761
"
"25.39","!","762
"
"25.39","!","763
"
"26.37","!","764
"
"25.39","!","765
"
"25.39","!","766
"
"25.39","!","767
"
"26.86","!","768
"
"25.88","!","769
"
"25.88","!","770
"
"25.39","!","771
"
"25.39","!","772
"
"25.88","!","773
"
"26.37","!","774
"
"25.39","!","775
"
"24.90","!","776
"
"25.39","!","777
"
"25.88","!","778
"
"25.39","!","779
"
"25.88","!","780
"
"25.39","!","781
"
"25.39","!","782
"
"25.39","!","783
"
"25.88","!","784
"
"25.39","!","785
"
"25.88","!","786
"
"26.37","!","787
"
"25.88","!","788
"
"25.39","!","789
"
"25.39","!","790
"
"24.90","!","791
"
"25.39","!","792
"
"25.88","!","793
"
"25.88","!","794
"
"26.37","!","795
"
"25.39","!","796
"
"25.88","!","797
"
"25.39","!","798
"
"25.39","!","799
"
"25.88","!","800
"
"25.39","!","801
"
"26.37","!","802
"
"25.88","!","803
"
"25.88","!","804
"
"25.88","!","805
"
"25.88","!","806
"
"25.88","!","807
"
"25.88","!","808
"
"25.88","!","809
"
"25.39","!","810
"
"25.39","!","811
"
"25.88","!","812
"
"25.88","!","813
"
"25.39","!","814
"
"26.37","!","815
"
"25.39","!","816
"
"25.88","!","817
"
"25.88","!","818
"
"25.39","!","819
"
"25.88","!","820
"
"26.37","!","821
"
"25.39","!","822
"
"25.88","!","823
"
"25.88","!","824
"
"25.39","!","825
"
"25.39","!","826
"
"25.39","!","827
"
"25.88","!","828
"
"25.39","!","829
"
"25.39","!","830
"
"25.39","!","831
"
"25.39","!","832
"
"25.39","!","833
"
"25.88","!","834
"
"25.39","!","835
"
"25.39","!","836
"
"25.88","!","837
"
"25.39","!","838
"
"25.88","!","839
"
"25.39","!","840
"
"25.88","!","841
"
"25.88","!","842
"
"25.39","!","843
"
"25.39","!","844
"
"25.88","!","845
"
"25.39","!","846
"
"25.88","!","847
"
"25.88","!","848
"
"25.39","!","849
"
"26.37","!","850
"
"25.39","!","851
"
"25.39","!","852
"
"25.39","!","853
"
"25.39","!","854
"
"26.37","!","855
"
"25.39","!","856
"
"25.88","!","857
"
"25.39","!","858
"
"25.88","!","859
"
"25.88","!","860
"
"25.39","!","861
"
"25.88","!","862
"
"25.39","!","863
"
"25.39","!","864
"
"25.88","!","865
"
"25.39","!","866
"
"24.41","!","867
"
"25.88","!","868
"
"25.39","!","869
"
"25.88","!","870
"
"26.37","!","871
"
"25.88","!","872
"
"25.88","!","873
"
"25.39","!","874
"
"25.39","!","875
"
"25.39","!","876
"
"25.39","!","877
"
"25.88","!","878
"
"25.39","!","879
"
"25.88","!","880
"
"25.88","!","881
"
"25.88","!","882
"
"25.39","!","883
"
"25.88","!","884
"
"25.88","!","885
"
"25.88","!","886
"
"25.39","!","887
"
"25.39","!","888
"
"25.39","!","889
"
"25.39","!","890
"
"25.88","!","891
"
"25.39","!","892
"
"25.39","!","893
"
"25.88","!","894
"
"25.88","!","895
"
"26.37","!","896
"
"26.37","!","897
"
"25.39","!","898
"
"25.39","!","899
"
"25.88","!","900
"
"25.88","!","901
"
"25.39","!","902
"
"25.88","!","903
"
"25.88","!","904
"
"25.39","!","905
"
"25.88","!","906
"
"25.88","!","907
"
"24.90","!","908
"
"25.39","!","909
"
"25.88","!","910
"
"25.39","!","911
"
"25.39","!","912
"
"26.37","!","913
"
"25.39","!","914
"
"25.88","!","915
"
"26.37","!","916
"
"25.88","!","917
"
"25.39","!","918
"
"25.88","!","919
"
"25.88","!","920
"
"24.90","!","921
"
"25.88","!","922
"
"25.39","!","923
"
"25.39","!","924
"
"25.88","!","925
"
"25.39","!","926
"
"25.39","!","927
"
"25.88","!","928
"
"25.88","!","929
"
"25.88","!","930
"
"25.39","!","931
"
"25.39","!","932
"
"25.88","!","933
"
"26.37","!","934
"
"25.39","!","935
"
"25.88","!","936
"
"25.39","!","937
"
"25.88","!","938
"
"25.39","!","939
"
"25.88","!","940
"
"26.86","!","941
"
"25.39","!","942
"
"25.39","!","943
"
"25.39","!","944
"
"25.39","!","945
"
"25.39","!","946
"
"25.39","!","947
"
"25.39","!","948
"
"24.41","!","949
"
"25.39","!","950
"
"25.88","!","951
"
"25.39","!","952
"
"25.39","!","953
"
"25.39","!","954
"
"24.90","!","955
"
"25.39","!","956
"
"26.37","!","957
"
"25.39","!","958
"
"25.88","!","959
"
"25.88","!","960
"
"25.39","!","961
"
"25.39","!","962
"
"25.39","!","963
"
"25.39","!","964
"
"25.88","!","965
"
"25.39","!","966
"
"25.88","!","967
"
"25.39","!","968
"
"25.88","!","969
"
"25.39","!","970
"
"25.88","!","971
"
"25.39","!","972
"
"25.39","!","973
"
"25.88","!","974
"
"24.90","!","975
"
"25.88","!","976
"
"25.88","!","977
"
"25.88","!","978
"
"25.39","!","979
"
"25.39","!","980
"
"25.88","!","981
"
"25.88","!","982
"
"25.39","!","983
"
"25.39","!","984
"
"25.39","!","985
"
"25.39","!","986
"
"25.39","!","987
"
"25.88","!","988
"
"25.39","!","989
"
"25.39","!","990
"
"25.39","!","991
"
"25.39","!","992
"
"25.39","!","993
"
"24.90","!","994
"
"25.39","!","995
"
"25.39","!","996
"
"25.39","!","997
"
"25.39","!","998
"
"25.39","!","999
"
"25.39","!","1000
"
"25.88","!","1001
"
"26.37","!","1002
"
"25.39","!","1003
"
"25.88","!","1004
"
"25.39","!","1005
"
"25.88","!","1006
"
"25.88","!","1007
"
"25.88","!","1008
"
"25.39","!","1009
"
"25.39","!","1010
"
"26.37","!","1011
"
"25.39","!","1012
"
"25.39","!","1013
"
"25.88","!","1014
"
"25.39","!","1015
"
"25.39","!","1016
"
"25.39","!","1017
"
"25.39","!","1018
"
"25.88","!","1019
"
"25.39","!","1020
"
"25.88","!","1021
"
"25.39","!","1022
"
"25.88","!","1023
"
"25.39","!","1024
"
"25.88","!","1025
"
"25.39","!","1026
"
"25.88","!","1027
"
"25.39","!","1028
"
"25.39","!","1029
"
"25.88","!","1030
"
"25.88","!","1031
"
"25.39","!","1032
"
"24.90","!","1033
"
"25.88","!","1034
"
"25.39","!","1035
"
"25.88","!","1036
"
"25.88","!","1037
"
"25.39","!","1038
"
"25.39","!","1039
"
"25.39","!","1040
"
"25.39","!","1041
"
"25.39","!","1042
"
"25.39","!","1043
"
"25.39","!","1044
"
"25.88","!","1045
"
"25.88","!","1046
"
"25.39","!","1047
"
"25.39","!","1048
"
"25.88","!","1049
"
"25.39","!","1050
"
"25.39","!","1051
"
"25.39","!","1052
"
"25.88","!","1053
"
"25.39","!","1054
"
"24.90","!","1055
"
"25.39","!","1056
"
"24.90","!","1057
"
"25.88","!","1058
"
"26.37","!","1059
"
"26.37","!","1060
"
"25.39","!","1061
"
"25.39","!","1062
"
"25.88","!","1063
"
"25.39","!","1064
"
"25.39","!","1065
"
"25.39","!","1066
"
"25.39","!","1067
"
"26.37","!","1068
"
"26.37","!","1069
"
"25.39","!","1070
"
"26.37","!","1071
"
"25.39","!","1072
"
"25.39","!","1073
"
"25.39","!","1074
"
"25.39","!","1075
"
"25.88","!","1076
"
"25.39","!","1077
"
"25.88","!","1078
"
"25.88","!","1079
"
"25.39","!","1080
"
"25.88","!","1081
"
"25.88","!","1082
"
"25.39","!","1083
"
"25.39","!","1084
"
"25.39","!","1085
"
"25.39","!","1086
"
"25.88","!","1087
"
"25.88","!","1088
"
"25.88","!","1089
"
"25.88","!","1090
"
"25.39","!","1091
"
"25.88","!","1092
"
"25.88","!","1093
"
"25.39","!","1094
"
"25.39","!","1095
"
"25.88","!","1096
"
"25.88","!","1097
"
"25.39","!","1098
"
"25.39","!","1099
"
"25.39","!","1100
"
"25.88","!","1101
"
"26.37","!","1102
"
"25.88","!","1103
"
"25.88","!","1104
"
"25.39","!","1105
"
"24.90","!","1106
"
"25.88","!","1107
"
"25.88","!","1108
"
"25.39","!","1109
"
"26.37","!","1110
"
"25.88","!","1111
"
"25.39","!","1112
"
"25.39","!","1113
"
"25.88","!","1114
"
"25.88","!","1115
"
"24.90","!","1116
"
"25.39","!","1117
"
"26.37","!","1118
"
"25.88","!","1119
"
"25.39","!","1120
"
"25.88","!","1121
"
"24.90","!","1122
"
"24.90","!","1123
"
"25.39","!","1124
"
"25.39","!","1125
"
"25.88","!","1126
"
"25.39","!","1127
"
"25.39","!","1128
"
"25.88","!","1129
"
"25.39","!","1130
"
"25.88","!","1131
"
"25.39","!","1132
"
"25.39","!","1133
"
"25.39","!","1134
"
"25.88","!","1135
"
"25.39","!","1136
"
"25.39","!","1137
"
"25.88","!","1138
"
"24.90","!","1139
"
"25.88","!","1140
"
"25.39","!","1141
"
"25.39","!","1142
"
"25.39","!","1143
"
"25.39","!","1144
"
"25.88","!","1145
"
"25.88","!","1146
"
"25.88","!","1147
"
"25.88","!","1148
"
"25.39","!","1149
"
"25.39","!","1150
"
"25.39","!","1151
"
"25.39","!","1152
"
"26.37","!","1153
"
"25.88","!","1154
"
"25.39","!","1155
"
"25.39","!","1156
"
"25.39","!","1157
"
"25.39","!","1158
"
"25.88","!","1159
"
"25.88","!","1160
"
"25.39","!","1161
"
"25.88","!","1162
"
"25.88","!","1163
"
"25.39","!","1164
"
"25.88","!","1165
"
"25.39","!","1166
"
"25.39","!","1167
"
"25.39","!","1168
"
"25.88","!","1169
"
"25.39","!","1170
"
"25.39","!","1171
"
"25.88","!","1172
"
"25.88","!","1173
"
"25.88","!","1174
"
"25.39","!","1175
"
"25.39","!","1176
"
"25.88","!","1177
"
"25.39","!","1178
"
"25.88","!","1179
"
"25.88","!","1180
"
"25.39","!","1181
"
"25.88","!","1182
"
"25.39","!","1183
"
"25.88","!","1184
"
"25.39","!","1185
"
"25.88","!","1186
"
"25.88","!","1187
"
"25.88","!","1188
"
"25.88","!","1189
"
"25.88","!","1190
"
"25.88","!","1191
"
"24.41","!","1192
"
"25.39","!","1193
"
"25.39","!","1194
"
"25.39","!","1195
"
"25.88","!","1196
"
"25.88","!","1197
"
"25.39","!","1198
"
"25.88","!","1199
"
"25.39","!","1200
"
"25.88","!","1201
"
"25.88","!","1202
"
"25.39","!","1203
"
"25.39","!","1204
"
"25.39","!","1205
"
"26.37","!","1206
"
"25.39","!","1207
"
"25.39","!","1208
"
"25.88","!","1209
"
"25.39","!","1210
"
"25.39","!","1211
"
"25.39","!","1212
"
"25.39","!","1213
"
"24.90","!","1214
"
"24.90","!","1215
"
"25.88","!","1216
"
"25.39","!","1217
"
"25.88","!","1218
"
"26.37","!","1219
"
"25.39","!","1220
"
"25.88","!","1221
"
"25.39","!","1222
"
"25.88","!","1223
"
"25.39","!","1224
"
"25.39","!","1225
"
"25.39","!","1226
"
"26.37","!","1227
"
"25.39","!","1228
"
"25.39","!","1229
"
"25.39","!","1230
"
"25.39","!","1231
"
"25.39","!","1232
"
"25.39","!","1233
"
"25.39","!","1234
"
"25.39","!","1235
"
"25.39","!","1236
"
"25.39","!","1237
"
"25.39","!","1238
"
"25.39","!","1239
"
"25.39","!","1240
"
"25.39","!","1241
"
"25.39","!","1242
"
"25.39","!","1243
"
"25.39","!","1244
"
"26.37","!","1245
"
"25.39","!","1246
"
"25.39","!","1247
"
"25.88","!","1248
"
"25.39","!","1249
"
